iso,country,region,year,pop_total,pop_growth,gdp,imports,exports,avg_precip,co2,methane,nitrous_oxide,total_ghg,avg_temp_c,avg_temp_f
ESP,Spain,Europe & Central Asia,2006,44397319,1.69035255626114,1410085602559.84,431901498367.779,317874796135.993,,360.579,40.48,21.92,385.9,13.056916666666668,55.50245000000001
ESP,Spain,Europe & Central Asia,2007,45226803,1.85108130845179,1460914788659.92,467490134051.85,382529427867.506,636,368.43300000000005,40.91,22.22,401.66,11.888750000000002,53.399750000000004
ESP,Spain,Europe & Central Asia,2008,45954106,1.59533049906372,1473875223827.73,441741792092.391,416446462575.07,,336.624,39.37,20.08,368.4,11.91666666666667,53.449999999999996
ESP,Spain,Europe & Central Asia,2009,46362946,0.88573598057307,1418409880841.96,360891218234.651,342600722422.895,,297.241,41.04,19.73,331.71,12.958999999999998,55.3262
ESP,Spain,Europe & Central Asia,2010,46576897,0.460408305051304,1420722034063,383261949155.97,368701226683.716,,283.725,39.5,20.05,316.47,12.006416666666667,53.61155
ESP,Spain,Europe & Central Asia,2011,46742697,0.355338396471428,1409152050946.11,380998425627.343,436754994731.301,,284.54400000000004,39.44,19.05,316.31,13.2765,55.89769999999999
ESP,Spain,Europe & Central Asia,2012,46773055,0.0649259625617232,1367449023146.16,358766650916.182,416725769569.772,636,278.851,38.87,18.39,309.74,12.329833333333331,54.19370000000001
ESP,Spain,Europe & Central Asia,2013,46620045,-0.327669039579687,1347820738370.52,357997516103.816,446562968501.662,,252.764,38.13,19.18,283.47,12.684875000000002,54.832775000000005
ETH,Ethiopia,Sub-Saharan Africa,2000,66224804,2.88267254878244,13074915711.7851,,,,3.464,56.93,27.05,111.27,18.24125,64.83425
ETH,Ethiopia,Sub-Saharan Africa,2001,68159423,2.87943415632872,14160304516.1707,,,,4.263,60.15,28.18,122.34,18.29641666666667,64.93355
ETH,Ethiopia,Sub-Saharan Africa,2002,70142091,2.86736389629885,14374794288.769,,,848,4.43,68.11,32.49,141.71,18.46975,65.24555
ETH,Ethiopia,Sub-Saharan Africa,2003,72170584,2.85094829837995,14064103274.8829,,,,4.871,65.97,30.75,136.7,18.320916666666665,64.97765
ETH,Ethiopia,Sub-Saharan Africa,2004,74239505,2.82638818346317,15972968197.1422,,,,5.159,66.85,31.69,138.17,18.292749999999998,64.92695
ETH,Ethiopia,Sub-Saharan Africa,2005,76346311,2.79832926449156,17860775923.0952,,,,4.955,67.32,33.17,132.56,18.31283333333333,64.96309999999998
ETH,Ethiopia,Sub-Saharan Africa,2006,78489206,2.76813986132425,19795942246.2104,,,,5.317,72.11,34.69,144.58,18.427083333333332,65.16874999999999
ETH,Ethiopia,Sub-Saharan Africa,2007,80674348,2.74595439464172,22063798449.1645,,,848,5.8389999999999995,75.96,38.36,144.73,18.142583333333334,64.65665
ETH,Ethiopia,Sub-Saharan Africa,2008,82916235,2.74102252312532,24444156129.4695,,,,6.416,80.32,39.44,157.42,18.165,64.697
ETH,Ethiopia,Sub-Saharan Africa,2009,85233913,2.75685132176147,26595865976.5256,,,,6.455,82.85,41.34,160.68,18.765333333333334,65.7776
ETH,Ethiopia,Sub-Saharan Africa,2010,87639964,2.78377094113393,29933790334.3418,,,,6.337000000000001,85.97,43.16,164.86,18.29825,64.93685
ETH,Ethiopia,Sub-Saharan Africa,2011,90139927,2.81261034549877,33279878089.9327,,5331910669.97519,,7.402,86.66,43.09,150.38,18.606749999999998,65.49215
ETH,Ethiopia,Sub-Saharan Africa,2012,92726971,2.82961721422517,36157859258.9667,,5962716169.22631,848,8.11,92.71,45.65,166.22,18.448583333333332,65.20745
ETH,Ethiopia,Sub-Saharan Africa,2013,95385785,2.82701836060576,39984181569.4229,,5948437727.40764,,9.781,97.28,46.8,177.13,19.539,67.1702
FRA,France,Europe & Central Asia,2000,60912500,0.684929253818552,2333523930837.68,558867803013.08,389534733738.714,,416.26599999999996,75.38,49.27,474.74,11.739666666666666,53.13139999999999
FRA,France,Europe & Central Asia,2001,61357430,0.727786404872444,2379814544862.63,572178736899.476,389070246085.011,,420.848,75.18,50.17,425.19,11.371250000000002,52.46824999999999
FRA,France,Europe & Central Asia,2002,61805267,0.727231515093808,2406838088236.23,583310962121.605,411392810088.462,867,415.838,73.05,47.84,417.55,11.871333333333332,53.36840000000001
FRA,France,Europe & Central Asia,2003,62244886,0.708779199037771,2426650234855.52,588523528286.227,480585778781.038,,422.64099999999996,71.71,47.86,422.77,11.9095,53.43710000000001
FRA,France,Europe & Central Asia,2004,62704895,0.736313540733143,2495318440945.62,625034468137.951,560012416190.713,,423.631,70.24,45.29,419.89,11.338833333333332,52.4099
FRA,France,Europe & Central Asia,2005,63179351,0.753800831613331,2536821075827.56,664538422381.078,593679890560.875,,426.779,69.03,44.04,420.5,11.552916666666668,52.79525000000001
FRA,France,Europe & Central Asia,2006,63621381,0.697207001264929,2598956033155.96,701756455125.687,647700414000.753,,416.004,67.98,43.16,434.96,11.788499999999997,53.219300000000004
FRA,France,Europe & Central Asia,2007,64016225,0.618697375923742,2661973862041.22,742147464188.123,740120448946.072,867,405.194,67.91,44.04,428.16,11.750833333333338,53.151500000000006
FRA,France,Europe & Central Asia,2008,64374984,0.558854358516408,2668760456862.06,751758293404.19,820631316830.233,,397.725,67.79,42.13,422.46,11.278249999999998,52.30085
FRA,France,Europe & Central Asia,2009,64707040,0.514489503911642,2592078593605.6,681434591817.723,668131425395.943,,381.599,66.4,39.69,405.18,11.464083333333335,52.63535000000001
FRA,France,Europe & Central Asia,2010,65027507,0.494035951436993,2642609548930.36,742031316842.103,707910169575.17,,389.38599999999997,66.03,38.64,409.04,10.409833333333333,50.7377
FRA,France,Europe & Central Asia,2011,65342780,0.483658695308374,2700554065228.66,785346418039.706,813250472648.742,,362.504,64.01,36.67,353.48,12.325750000000001,54.186350000000004
FRA,France,Europe & Central Asia,2012,65659809,0.484005119770168,2709010438478.52,786918867278.466,783758210131.325,867,363.809,63.24,37.32,356.76,11.219916666666668,52.19585
FRA,France,Europe & Central Asia,2013,65998687,0.514784474469256,2724623188257.82,805950351046.47,825465605391.867,,365.83099999999996,62.73,38.32,357.6,11.011625,51.820924999999995
GBR,United Kingdom,Europe & Central Asia,2000,58892514,0.357300887421605,2100867468377.33,555289967329.714,417751550915.418,,567.504,112.24,37.19,679.53,10.519166666666667,50.93450000000001
GBR,United Kingdom,Europe & Central Asia,2001,59119673,0.384975969564228,2163354906748.9,586358614415.458,410657837915.647,,576.195,106.56,35.69,687.32,10.180416666666668,50.32475
GBR,United Kingdom,Europe & Central Asia,2002,59370479,0.423337079636281,2213638870799.55,617483625709.968,430262290167.866,1220,560.3009999999999,103.85,33.21,668.26,10.91141666666667,51.64055
GBR,United Kingdom,Europe & Central Asia,2003,59647577,0.465641113602993,2286387402580.43,631180704114.869,489781224489.796,,571.771,98.89,33.09,677.15,10.809416666666666,51.456950000000006
GBR,United Kingdom,Europe & Central Asia,2004,59987905,0.568943113421317,2340665128966.78,671389875245.43,573119736360.308,,573.216,93.91,33.51,670.8,10.767833333333334,51.3821
GBR,United Kingdom,Europe & Central Asia,2005,60401206,0.68661130607346,2415091934365.18,718018741795.16,634000000000,,569.927,89.38,32.3,664.4,10.630333333333335,51.134600000000006
GBR,United Kingdom,Europe & Central Asia,2006,60846820,0.73504867842129,2482432536059.61,789758156692.786,735455381784.729,,567.528,84.92,31.53,661.66,11.09675,51.97415
GBR,United Kingdom,Europe & Central Asia,2007,61322463,0.778666112441256,2542769379532.51,766175601385.564,782655062024.81,1220,559.249,80.69,31.4,645.62,10.834416666666668,51.501949999999994
GBR,United Kingdom,Europe & Central Asia,2008,61806995,0.787032622318939,2535620293003.54,751666540204.901,788810661764.706,,544.812,74.96,30.66,624.23,10.377583333333336,50.67965
GBR,United Kingdom,Europe & Central Asia,2009,62276270,0.756390859593407,2427911662369.31,693261629358.946,635831126343.667,,494.29400000000004,70.15,28.92,568.84,10.523499999999999,50.942299999999996
GBR,United Kingdom,Europe & Central Asia,2010,62766365,0.783888646646516,2475244321361.11,749291526880.038,699877094513.814,,512.024,65.34,29.07,581.78,9.3755,48.8759
GBR,United Kingdom,Europe & Central Asia,2011,63258810,0.781506562236639,2513366732498.41,760797924235.287,816408686663.569,,469.80400000000003,62.44,27.93,538.11,11.193583333333335,52.148450000000004
GBR,United Kingdom,Europe & Central Asia,2012,63700215,0.695353132322269,2550537514410.06,774693047296.369,810792893788.929,1220,487.796,60.91,27.9,559.76,9.997583333333335,49.995650000000005
GBR,United Kingdom,Europe & Central Asia,2013,64128273,0.669740535540783,2605105900265.92,801357483033.171,834486317714.812,,477.901,56.18,28.12,541.18,9.907250000000001,49.83305
IDN,Indonesia,East Asia & Pacific,2000,211513823,1.37990952810109,453413616927.798,86127068980.9583,67621169165.827,,265.803,329.66,66.74,1406.68,27.32066666666667,81.17719999999998
IDN,Indonesia,East Asia & Pacific,2001,214427417,1.36809454948316,469933589927.666,89727060786.7834,62625875833.9076,,297.53,322.25,67.11,1663.98,27.325874999999996,81.18657499999999
IDN,Indonesia,East Asia & Pacific,2002,217357793,1.35735125849306,491078136159.835,85914151035.1657,63956798804.501,2702,307.361,444.97,86.57,2199.08,27.556750000000005,81.60215000000001
IDN,Indonesia,East Asia & Pacific,2003,220309469,1.34884237770367,514553483744.125,87257619529.8633,71553141044.9888,,316.655,339.24,74.15,1822.69,27.602499999999996,81.6845
IDN,Indonesia,East Asia & Pacific,2004,223285676,1.34187747195645,540440020890.984,110514649801.512,82744351781.0167,,339.848,427.12,88.79,2205.43,27.555458333333334,81.599825
IDN,Indonesia,East Asia & Pacific,2005,226289470,1.33630105025304,571204954434.658,130151940916.26,97387627234.8392,,343.336,346.07,79.63,1912.93,27.49445833333333,81.49002499999999
IDN,Indonesia,East Asia & Pacific,2006,229318262,1.32958086789066,602626663572.802,141322449306.679,113143424880.155,,346.44300000000004,448.35,96.8,2681.88,27.471208333333333,81.44817499999999
IDN,Indonesia,East Asia & Pacific,2007,232374245,1.32383678952419,640863459320.349,154132281221.699,127226102177.005,2702,376.865,285.58,77.05,2057.19,27.34654166666667,81.223775
IDN,Indonesia,East Asia & Pacific,2008,235469762,1.32333090841565,679403088245.167,169549466315.396,152090401421.802,,417.56199999999995,277.19,79.08,2043.34,27.155625,80.88012499999998
IDN,Indonesia,East Asia & Pacific,2009,238620563,1.32921817829008,710851782010.38,144155272219.906,130357798591.185,,447.099,374.97,96.05,2475.02,27.498708333333337,81.497675
IDN,Indonesia,East Asia & Pacific,2010,241834215,1.33777415662772,755094160363.071,169158028224.496,183480563627.391,,428.17400000000004,267.97,82.26,2049.35,27.396208333333337,81.313175
IDN,Indonesia,East Asia & Pacific,2011,245116206,1.34799788882488,801681840622.493,194580589887.624,235095130017.567,,508.07300000000004,308.07,91.18,2276.71,27.216708333333333,80.990075
IDN,Indonesia,East Asia & Pacific,2012,248452413,1.35189219176242,850023661688.382,210143945615.288,225744402474.106,2702,526.383,308.04,94.06,2319.98,27.420708333333337,81.35727500000003
IDN,Indonesia,East Asia & Pacific,2013,251806402,1.34092160105636,897261717986.534,214056608724.735,218308408827.835,,411.191,302.42,91.07,2294.46,27.334874999999997,81.202775
IND,India,South Asia,2000,1056575549,1.76812541234731,873357417209.469,114116106478.556,60878396865.5263,,978.427,590.34,181.23,1664.02,26.43346428571429,79.58023571428573
IND,India,South Asia,2001,1075000085,1.7287676376721,915487884378.979,117475968318.256,60963525504.4702,,992.529,596.18,185.54,1569.36,26.440124999999995,79.59222499999997
IND,India,South Asia,2002,1093317189,1.68956268109949,950312817570.94,131569348048.722,73452725999.4092,1083,1022.8489999999999,590.23,179.42,1591.5,26.924029761904773,80.46325357142851
IND,India,South Asia,2003,1111523144,1.65149090571384,1025011030242.9,149836327064.022,90838365703.7158,,1059.4160000000002,602.11,187.82,1634.28,26.59692261904762,79.87446071428575
IND,India,South Asia,2004,1129623456,1.61530758962511,1106222004443.92,183092851580.116,126647719432.562,,1125.264,612.75,195.16,1728.85,26.584357142857122,79.85184285714286
IND,India,South Asia,2005,1147609927,1.57971029004446,1193872737485.77,242176264626.589,160837835640.201,,1185.761,624.7,203.58,1803.32,26.367458333333357,79.461425
IND,India,South Asia,2006,1165486291,1.54569617765161,1290107626116.85,294255408707.748,199973922363.783,,1259.522,634.47,213.04,1936.95,26.66477380952381,79.99659285714286
IND,India,South Asia,2007,1183209472,1.50922207007344,1388940385493.75,323538492316.952,253077318576.18,1083,1357.9160000000002,648.74,222.64,2078.82,26.602214285714272,79.88398571428573
IND,India,South Asia,2008,1200669765,1.46489008016823,1431812781420.86,396168437740.198,288902151603.701,,1462.5739999999998,654.17,226.14,2170.72,26.30471428571428,79.34848571428573
IND,India,South Asia,2009,1217726215,1.41058229969824,1544380310593.35,388538961868.886,273751836387.128,,1612.515,655.71,233.53,2355.66,27.07802976190474,80.74045357142856
IND,India,South Asia,2010,1234281170,1.35033904507757,1675615335600.56,449974320818.573,375353472834.938,,1678.479,660.79,241.06,2457.76,26.984166666666667,80.57150000000003
IND,India,South Asia,2011,1250288729,1.28857558007871,1763440111904.05,541821885784.729,447383950836.263,,1766.065,659.73,246.73,2800.43,26.314190476190475,79.36554285714286
IND,India,South Asia,2012,1265782790,1.23162292802113,1859659734290.56,574449284000.58,448400543291.471,1083,1941.3129999999999,661.57,246.24,2943.69,26.575880952380956,79.83658571428573
IND,India,South Asia,2013,1280846129,1.18301607012995,1978419583617.95,527655788755.734,472180427427.899,,2033.412,660.15,244.22,2994.46,27.176232142857142,80.91721785714283
IRQ,Iraq,Middle East & North Africa,2000,23497585,3.00465917329588,101556649072.478,,,,71.715,11.06,4.27,89.67,23.89633333333333,75.0134
IRQ,Iraq,Middle East & North Africa,2001,24208180,2.97929426649658,103897851433.349,,,,84.556,11.17,5.91,101.24,24.445916666666665,76.00265
IRQ,Iraq,Middle East & North Africa,2002,24931919,2.94582775276409,96728711952.1099,,,216,86.321,11.43,3.09,93.79,23.764749999999996,74.77654999999999
IRQ,Iraq,Middle East & North Africa,2003,25644499,2.81802145739874,64710698306.5191,,,,90.787,10.86,2.92,85.8,23.880000000000006,74.984
IRQ,Iraq,Middle East & North Africa,2004,26313838,2.57658758275814,99756572239.9948,,20610853097.199,,113.635,11.27,3.49,90.07,23.721499999999995,74.6987
IRQ,Iraq,Middle East & North Africa,2005,26922284,2.28593846535902,104146477324.797,,27149419157.6087,,112.98,11.88,4.05,104.21,23.57833333333333,74.44099999999999
IRQ,Iraq,Middle East & North Africa,2006,27448124,1.93434780196377,114725883865.126,,33242357811.5201,,98.181,12.28,4.03,99.7,23.81625,74.86925000000001
IRQ,Iraq,Middle East & North Africa,2007,27911248,1.67319385251091,116306345516.024,,40777440220.0217,216,61.492,12.74,3.98,93.94,23.924750000000003,75.06454999999998
IRQ,Iraq,Middle East & North Africa,2008,28385746,1.68573560596418,125876156193.636,,66238928162.0152,,92.167,13.14,4.36,103.3,24.0895,75.36110000000001
IRQ,Iraq,Middle East & North Africa,2009,28973162,2.04828354549334,130129887999.988,,43994500000,,103.48899999999999,14.06,5.03,126.53,23.86733333333333,74.9612
IRQ,Iraq,Middle East & North Africa,2010,29741976,2.61894281075137,138461538461.538,47207400000,54598900000,,110.985,14.46,4.97,140.2,25.493916666666667,77.88905000000001
IRQ,Iraq,Middle East & North Africa,2011,30725300,3.2527038113747,148910498585.205,41344801181.3498,82505400000,,135.274,15.05,5.23,151.65,23.4375,74.1875
IRQ,Iraq,Middle East & North Africa,2012,31890011,3.72064065173913,169663306241.921,49392122209.0591,96898668089.2191,216,152.815,15.6,5.47,173.61,24.344833333333337,75.8207
IRQ,Iraq,Middle East & North Africa,2013,33157050,3.89625377465149,182557717516.307,50671222297.3159,93100000000,,163.67700000000002,15.75,5.57,184.76,25.142875,77.25717499999999
ITA,Italy,Europe & Central Asia,2000,56942108,0.045303631138613,2068664016522.73,480854722024.481,293137645107.794,,468.44199999999995,53.87,28.87,472.22,13.42425,56.16365
ITA,Italy,Europe & Central Asia,2001,56974100,0.0561676014374784,2109031337731.45,492544208390.005,299327248322.148,,468.64300000000003,51.95,27.72,469.3,13.225249999999997,55.80545
ITA,Italy,Europe & Central Asia,2002,57059007,0.148916429490753,2114387075159.67,495316009962.393,310148691887.822,832,476.251,52.05,28.19,477.71,13.135666666666665,55.64420000000001
ITA,Italy,Europe & Central Asia,2003,57313203,0.444507312655549,2117318184220.94,498980416871.831,366810496613.995,,494.18300000000005,51.51,27.84,495.79,13.618833333333333,56.51390000000001
ITA,Italy,Europe & Central Asia,2004,57685327,0.647182705470772,2147460202201.58,521799209908.445,432951701018.128,,499.619,50.27,29.0,506.07,12.753916666666667,54.95705
ITA,Italy,Europe & Central Asia,2005,57969484,0.491389107503214,2165023183424.84,539750709599.149,456971272229.822,,500.006,50.2,27.92,507.32,12.159999999999998,53.888000000000005
ITA,Italy,Europe & Central Asia,2006,58143979,0.30055968851778,2203790947646.15,582707003482.933,509838539706.436,,495.124,49.2,22.93,495.92,12.869750000000002,55.16555
ITA,Italy,Europe & Central Asia,2007,58438310,0.504933687397673,2236562927372.39,614489057872.516,604759102107.857,832,487.69300000000004,49.28,22.6,488.7,13.318083333333332,55.972550000000005
ITA,Italy,Europe & Central Asia,2008,58826731,0.662469252941527,2215046904823.43,589760040490.622,644399443386.553,,476.23,49.37,21.05,475.47,13.010916666666667,55.41965000000001
ITA,Italy,Europe & Central Asia,2009,59095365,0.455613449577732,2098071668645.46,512394345165.013,490819811058.627,,422.624,49.17,19.5,429.39,13.280166666666668,55.904300000000006
ITA,Italy,Europe & Central Asia,2010,59277417,0.30759122234095,2134017843247.16,574736641648.115,535084697851.79,,433.68800000000005,49.28,18.91,437.79,12.628500000000003,54.731300000000005
ITA,Italy,Europe & Central Asia,2011,59379449,0.171978290995717,2149112463084.11,577973736122.291,615914456420.621,,422.039,47.12,17.91,427.74,13.463166666666666,56.2337
ITA,Italy,Europe & Central Asia,2012,59539717,0.269541239520996,2085049445706.12,531045200429.186,592296659208.263,832,401.555,48.01,18.58,412.41,13.454166666666667,56.21750000000001
ITA,Italy,Europe & Central Asia,2013,60233948,1.1592511168095,2046662320727.41,516695665186.004,613128022773.867,,367.569,45.96,18.38,381.69,13.602749999999999,56.484950000000005
JPN,Japan,East Asia & Pacific,2000,126843000,0.167275578113187,5348935478913.05,634824158097.259,519273793561.019,,1264.844,30.13,26.1,1174.85,14.58475,58.252549999999985
JPN,Japan,East Asia & Pacific,2001,127149000,0.240952587521069,5370670124202.18,641357232362.206,440213809225.625,,1250.211,28.88,22.83,1189.35,14.299750000000003,57.73955000000001
JPN,Japan,East Asia & Pacific,2002,127445000,0.232527187105684,5377007127019.29,645763960605.865,453412607267.043,1668,1279.453,28.08,22.5,1225.23,14.576041666666667,58.236875
JPN,Japan,East Asia & Pacific,2003,127718000,0.213980948779682,5459179633303.4,667697424432.232,517443189414.621,,1287.642,27.6,22.29,1231.65,14.118791666666667,57.413825
JPN,Japan,East Asia & Pacific,2004,127761000,0.0336622582725446,5579537505147,721918170694.759,624622665052.268,,1282.872,27.47,22.56,1219.1,15.186125000000002,59.335025
JPN,Japan,East Asia & Pacific,2005,127773000,0.00939209655766336,5672306823996.86,765955292205.531,666349114756.002,,1290.056,27.15,22.13,1224.8,14.174958333333334,57.514925
JPN,Japan,East Asia & Pacific,2006,127854000,0.0633735894181335,5752853952776.5,802009460167.234,719102350573.047,,1266.829,26.78,21.97,1103.33,14.363208333333333,57.85377500000001
JPN,Japan,East Asia & Pacific,2007,128001000,0.114908847726211,5848016735563.7,819529732687.16,789869515555.801,1668,1302.524,26.42,20.95,1144.4,14.80954166666667,58.657174999999995
JPN,Japan,East Asia & Pacific,2008,128063000,0.0484253945978966,5784066298239.42,825239844260.537,877807071435.137,,1231.91,25.77,20.69,1065.32,14.440875,57.993574999999986
JPN,Japan,East Asia & Pacific,2009,128047000,-0.0124946312294096,5470777391094.18,696086405831.056,655016933828.221,,1162.6480000000001,25.28,20.23,1002.88,14.606625,58.291924999999985
JPN,Japan,East Asia & Pacific,2010,128070000,0.0179605415195644,5700098114744.41,773859611898.513,857109901329.889,,1214.069,24.96,19.61,1055.53,14.846708333333332,58.724075000000006
JPN,Japan,East Asia & Pacific,2011,127833000,-0.185226486410846,5693518985132.88,818773554930.309,919000611151.979,,1264.155,23.8,18.82,1261.05,14.378208333333335,57.88077499999999
JPN,Japan,East Asia & Pacific,2012,127629000,-0.159710675844347,5778642194552.57,863065967228.139,902241999043.109,1668,1305.433,23.44,18.17,1308.39,14.161041666666668,57.48987499999999
JPN,Japan,East Asia & Pacific,2013,127445000,-0.144271883387076,5894230516027.13,891319224410.031,820552895623.522,,1314.703,23.16,18.74,1335.18,14.966437500000003,58.939587499999995
KEN,Kenya,Sub-Saharan Africa,2000,31964557,2.74598446736801,26198643973.2382,5684009634.50438,2742778003.4263,,10.302,21.5,9.94,98.34,16.734583333333337,62.12224999999999
KEN,Kenya,Sub-Saharan Africa,2001,32848564,2.72803349098304,27188928218.7225,6790660861.66894,2977896209.54367,,9.236,21.36,10.03,-8.23,16.096833333333333,60.9743
KEN,Kenya,Sub-Saharan Africa,2002,33751739,2.71239117927457,27337613463.7899,6024270040.58621,3273521678.34299,630,7.82,22.12,10.37,-7.25,16.613833333333332,61.904900000000005
KEN,Kenya,Sub-Saharan Africa,2003,34678779,2.70960017630321,28139282293.5283,6020559607.37262,3590023638.48266,,6.586,23.29,11.1,-6.03,16.873833333333334,62.37290000000001
KEN,Kenya,Sub-Saharan Africa,2004,35635271,2.72079621276752,29575595616.5174,6760839978.65593,4283010819.23566,,7.438,24.41,11.57,-3.73,16.917749999999998,62.451950000000004
KEN,Kenya,Sub-Saharan Africa,2005,36624895,2.73922946311668,31322527291.2531,7771137750.83519,5341992929.56967,,8.339,23.96,11.55,-3.12,17.281916666666664,63.10745000000001
KEN,Kenya,Sub-Saharan Africa,2006,37649033,2.7579069546198,33349876084.3647,9738560265.46865,5935981292.85667,,9.337,23.98,11.15,15.1,16.92475,62.46455
KEN,Kenya,Sub-Saharan Africa,2007,38705932,2.76855999579287,35634585973.7449,10167606001.1571,7004914019.51347,630,9.54,34.76,16.94,31.14,16.599416666666666,61.878949999999996
KEN,Kenya,Sub-Saharan Africa,2008,39791981,2.76725396349733,35717358968.4514,11463352539.3561,8138887724.37561,,9.912,35.7,16.96,33.6,16.659166666666664,61.98650000000001
KEN,Kenya,Sub-Saharan Africa,2009,40901792,2.75084666918483,36898510533.1698,12420282508.3541,7416382252.55973,,11.968,34.59,16.42,33.32,17.301833333333335,63.14329999999998
KEN,Kenya,Sub-Saharan Africa,2010,42030676,2.72258563675138,40000088346.8041,13427982209.4778,8262811548.69423,,11.745999999999999,34.78,16.6,34.04,16.822333333333336,62.2802
KEN,Kenya,Sub-Saharan Africa,2011,43178257,2.69373257244067,42443399231.1785,15205555872.9289,9072837988.17261,,12.927999999999999,36.21,17.3,36.77,16.897000000000002,62.4146
KEN,Kenya,Sub-Saharan Africa,2012,44343410,2.66270485977409,44380180300.2798,15996174173.3654,11205421267.8162,630,11.987,37.15,17.48,38.64,16.838,62.3084
KEN,Kenya,Sub-Saharan Africa,2013,45519889,2.61852443669926,46989149335.0829,15925265007.1156,10978241559.4459,,12.77,36.22,17.13,36.84,16.909374999999997,62.436875
MAR,Morocco,Middle East & North Africa,2000,28793679,1.18141040978911,57519650790.1246,20566653244.0281,10408859646.151,,33.61,12.03,7.06,43.72,18.163666666666668,64.6946
MAR,Morocco,Middle East & North Africa,2001,29126330,1.14866921931345,61730070507.7354,20847203531.2961,11131218818.0129,,37.452,12.17,7.17,46.84,18.727333333333334,65.7092
MAR,Morocco,Middle East & North Africa,2002,29454768,1.12132224416802,63656943581.251,22211837791.0648,12213885545.7762,346,38.107,12.27,7.48,48.59,18.245916666666666,64.84265
MAR,Morocco,Middle East & North Africa,2003,29782884,1.10780675650011,67451637210.908,23788895550.8153,14319582637.0321,,37.532,12.55,7.51,48.93,18.399083333333337,65.11835
MAR,Morocco,Middle East & North Africa,2004,30115214,1.10966264777727,70687304633.495,26114602915.3743,16759442726.6576,,43.398999999999994,12.85,7.79,53.46,18.071583333333333,64.52885
MAR,Morocco,Middle East & North Africa,2005,30455561,1.1238112175633,73014076004.5985,28631040134.9565,19275938443.3164,,45.568999999999996,13.02,8.17,56.32,18.182083333333335,64.72775
MAR,Morocco,Middle East & North Africa,2006,30804683,1.13981191369574,78544623310.6445,30990255774.2854,22483549354.2226,,47.43899999999999,13.43,8.57,69.13,18.37908333333333,65.08235
MAR,Morocco,Middle East & North Africa,2007,31163673,1.15863656608296,81318500633.8362,35644079185.5907,27325903592.3977,346,50.288999999999994,13.65,8.03,70.35,17.934916666666666,64.28285
MAR,Morocco,Middle East & North Africa,2008,31536811,1.19023771838308,86135221236.4504,40580070809.9388,33064268479.9298,,52.916000000000004,14.03,8.14,73.38,17.80025,64.04045
MAR,Morocco,Middle East & North Africa,2009,31929087,1.23619457979488,89790590993.4885,37185900503.1794,26014198657.0851,,52.648,14.33,8.03,74.0,18.561333333333334,65.4104
MAR,Morocco,Middle East & North Africa,2010,32343389,1.28922289658525,93216746661.5977,40096825547.6881,30046571306.3727,,56.27,14.82,8.2,77.76,18.82525,65.88544999999999
MAR,Morocco,Middle East & North Africa,2011,32781850,1.34653670901257,98106615021.8513,43735684086.2116,35175589315.0719,,56.711999999999996,15.46,8.57,80.75,18.533083333333334,65.35955
MAR,Morocco,Middle East & North Africa,2012,33241898,1.3936059661851,101059586129.684,45200665379.8302,34323976635.2974,346,59.028,15.78,8.15,82.94,18.244666666666667,64.84039999999999
MAR,Morocco,Middle East & North Africa,2013,33715693,1.41523283877928,105643067055.469,45168378963.2272,35014930700.1368,,58.735,16.22,8.93,83.77,18.789625,65.821325
MEX,Mexico,Latin America & Caribbean,2000,98899845,1.4410874716918,915216005402.792,245862651705.153,179855862769.153,,396.066,109.03,38.31,556.17,16.113916666666665,61.005050000000004
MEX,Mexico,Latin America & Caribbean,2001,100298153,1.40396086548011,911514962239.03,243794893655.957,171520507262.666,,410.69800000000004,105.51,37.62,550.63,15.978833333333334,60.7619
MEX,Mexico,Latin America & Caribbean,2002,101684758,1.37301396068965,911151773828.818,246739456438.544,174129212924.606,758,411.968,107.35,35.22,557.0,16.37,61.466
MEX,Mexico,Latin America & Caribbean,2003,103081020,1.36378613127152,924330515307.736,252934187292.823,177669541570.118,,437.75800000000004,114.02,37.11,584.26,16.651083333333332,61.97195
MEX,Mexico,Latin America & Caribbean,2004,104514932,1.38146701870069,960569732547.578,269332461419.733,202133349193.691,,438.85699999999997,107.39,35.16,583.84,16.20441666666667,61.16794999999999
MEX,Mexico,Latin America & Caribbean,2005,106005203,1.4158226663881,982737828708.375,283820236657.762,230184391855.312,,463.99300000000005,112.54,38.3,611.1,16.702666666666666,62.0648
MEX,Mexico,Latin America & Caribbean,2006,107560153,1.4562076048431,1026912659604.72,308471724979.248,266526112833.969,,476.565,115.83,37.31,626.78,16.373499999999996,61.4723
MEX,Mexico,Latin America & Caribbean,2007,109170502,1.48606447529473,1050443805732.82,323359875372.414,289778188814.26,758,479.787,121.97,38.02,648.26,16.378083333333333,61.480549999999994
MEX,Mexico,Latin America & Caribbean,2008,110815271,1.49536911114693,1062456519192.32,333970853898.066,307483574130.48,,492.98,137.28,37.36,678.72,16.21941666666667,61.19495
MEX,Mexico,Latin America & Caribbean,2009,112463887,1.47675759411249,1006297786022.87,280705891202.719,244407308913.309,,475.903,135.71,37.75,662.87,16.653666666666666,61.9766
MEX,Mexico,Latin America & Caribbean,2010,114092963,1.43814153288358,1057801295584.05,328581153450.459,314142282684.394,,463.783,130.23,37.78,665.54,15.873083333333334,60.571549999999995
