country,region,year,avg_precip,avg_temp_c,avg_temp_f,iso,co2,methane,nitrous_oxide,total_ghg
Afghanistan,South Asia,2000,,15.822666666666663,60.480799999999995,AFG,0.758,10.59,3.62,15.05
Afghanistan,South Asia,2001,,15.847916666666665,60.526250000000005,AFG,0.7979999999999999,9.36,3.22,13.47
Afghanistan,South Asia,2002,327,15.714583333333332,60.286249999999995,AFG,1.052,11.21,3.72,16.1
Afghanistan,South Asia,2003,,15.132583333333331,59.23865,AFG,1.186,11.56,3.92,16.78
Afghanistan,South Asia,2004,,16.128416666666666,61.03115,AFG,0.889,11.47,3.82,16.35
Afghanistan,South Asia,2005,,14.847499999999998,58.725500000000004,AFG,1.3030000000000002,11.68,3.97,17.09
Afghanistan,South Asia,2006,,15.798500000000002,60.43729999999999,AFG,1.635,14.89,4.06,20.74
Afghanistan,South Asia,2007,327,15.518,59.9324,AFG,2.269,18.1,4.25,24.78
Afghanistan,South Asia,2008,,15.479249999999999,59.86265000000001,AFG,4.2,22.19,4.81,31.39
Afghanistan,South Asia,2009,,15.093333333333334,59.168000000000006,AFG,6.74,25.43,5.32,37.72
Afghanistan,South Asia,2010,,15.676,60.216800000000006,AFG,8.398,30.04,6.03,44.75
Afghanistan,South Asia,2011,,15.812166666666668,60.46190000000001,AFG,12.106,39.48,6.61,58.62
Afghanistan,South Asia,2012,327,14.510333333333335,58.11860000000001,AFG,10.219,48.78,7.16,67.05
Afghanistan,South Asia,2013,,16.206125,61.17102499999999,AFG,8.441,58.13,7.72,76.29
Angola,Sub-Saharan Africa,2000,,24.41033333333333,75.9386,AGO,9.515,47.49,19.3,161.84
Angola,Sub-Saharan Africa,2001,,24.427083333333332,75.96874999999999,AGO,9.672,41.35,18.45,143.58
Angola,Sub-Saharan Africa,2002,1010,24.790916666666664,76.62365,AGO,12.597999999999999,44.8,19.06,164.5
Angola,Sub-Saharan Africa,2003,,24.867166666666673,76.76089999999999,AGO,8.988,49.02,21.28,181.04
Angola,Sub-Saharan Africa,2004,,24.216166666666666,75.5891,AGO,18.702,52.62,21.71,193.16
Angola,Sub-Saharan Africa,2005,,24.41458333333333,75.94625,AGO,19.006,53.41,21.72,191.8
Angola,Sub-Saharan Africa,2006,,24.13841666666667,75.44915,AGO,22.101999999999997,46.73,19.08,165.86
Angola,Sub-Saharan Africa,2007,1010,24.241583333333327,75.63485000000001,AGO,24.976,55.16,21.55,196.18
Angola,Sub-Saharan Africa,2008,,24.266333333333336,75.6794,AGO,25.486,49.94,19.66,173.97
Angola,Sub-Saharan Africa,2009,,24.325083333333335,75.78515,AGO,27.566,52.37,19.96,180.68
Angola,Sub-Saharan Africa,2010,,24.440250000000002,75.99245,AGO,28.864,54.53,20.74,186.78
Angola,Sub-Saharan Africa,2011,,24.150750000000002,75.47135000000002,AGO,30.33,62.53,22.28,220.88
Angola,Sub-Saharan Africa,2012,1010,24.24008333333333,75.63215,AGO,33.801,54.14,20.63,185.5
Angola,Sub-Saharan Africa,2013,,24.553874999999998,76.19697500000001,AGO,33.229,57.54,21.62,202.25
Australia,East Asia & Pacific,2000,,15.943750000000001,60.69875,AUS,350.195,170.05,99.82,608.16
Australia,East Asia & Pacific,2001,,16.017250000000004,60.83104999999998,AUS,357.66900000000004,187.38,117.67,700.99
Australia,East Asia & Pacific,2002,534,15.904833333333334,60.62869999999999,AUS,362.21,176.89,108.51,688.48
Australia,East Asia & Pacific,2003,,15.788958333333335,60.42012499999999,AUS,369.726,140.63,70.85,620.39
Australia,East Asia & Pacific,2004,,15.805875000000002,60.45057499999999,AUS,383.205,153.78,90.89,664.4
Australia,East Asia & Pacific,2005,,16.20329166666667,61.16592499999999,AUS,386.51300000000003,131.51,65.02,622.46
Australia,East Asia & Pacific,2006,,15.870291666666665,60.56652499999999,AUS,392.681,158.53,90.0,637.39
Australia,East Asia & Pacific,2007,534,16.50633333333333,61.71139999999999,AUS,399.842,149.32,80.29,628.77
Australia,East Asia & Pacific,2008,,15.715833333333336,60.28849999999999,AUS,404.417,131.52,64.67,597.42
Australia,East Asia & Pacific,2009,,16.411625,61.540924999999994,AUS,407.463,138.15,70.06,617.92
Australia,East Asia & Pacific,2010,,16.115333333333332,61.0076,AUS,405.50300000000004,121.11,56.13,579.14
Australia,East Asia & Pacific,2011,,15.952125000000002,60.713824999999986,AUS,404.173,174.14,112.17,617.79
Australia,East Asia & Pacific,2012,534,15.8715,60.5687,AUS,406.506,173.59,112.58,617.86
Australia,East Asia & Pacific,2013,,16.415625,61.548125,AUS,397.94300000000004,132.67,66.69,529.26
Bangladesh,South Asia,2000,,25.90525,78.62945,BGD,26.525,69.01,21.38,136.2
Bangladesh,South Asia,2001,,25.931249999999995,78.67625,BGD,31.035,69.16,21.9,140.36
Bangladesh,South Asia,2002,2666,26.094999999999995,78.971,BGD,31.980999999999998,70.23,22.4,143.71
Bangladesh,South Asia,2003,,25.92741666666667,78.66935000000001,BGD,33.459,71.19,21.98,145.52
Bangladesh,South Asia,2004,,26.136083333333332,79.04495,BGD,35.945,71.09,22.11,148.32
Bangladesh,South Asia,2005,,26.19333333333333,79.148,BGD,37.677,72.51,22.88,151.84
Bangladesh,South Asia,2006,,26.44041666666666,79.59275000000001,BGD,41.68899999999999,73.86,24.03,147.64
Bangladesh,South Asia,2007,2666,25.951333333333334,78.7124,BGD,42.641999999999996,74.17,24.0,149.92
Bangladesh,South Asia,2008,,26.004499999999997,78.80810000000001,BGD,45.301,76.86,26.11,160.83
Bangladesh,South Asia,2009,,26.53558333333333,79.76405000000001,BGD,49.148,77.56,25.61,164.16
Bangladesh,South Asia,2010,,26.648166666666665,79.96670000000002,BGD,53.992,78.99,26.14,174.16
Bangladesh,South Asia,2011,,25.803250000000002,78.44585000000001,BGD,56.556000000000004,79.57,27.13,187.09
Bangladesh,South Asia,2012,2666,26.28358333333333,79.31045,BGD,60.691,79.73,26.52,190.02
Bangladesh,South Asia,2013,,26.587,79.85660000000001,BGD,61.782,80.47,26.8,194.46
Brazil,Latin America & Caribbean,2000,,23.612944444444445,74.50330000000002,BRA,324.226,327.68,125.19,1646.96
Brazil,Latin America & Caribbean,2001,,23.990944444444445,75.18370000000003,BRA,332.98699999999997,352.69,133.75,1899.73
Brazil,Latin America & Caribbean,2002,1761,24.261180555555555,75.67012499999998,BRA,327.435,384.55,149.01,1945.01
Brazil,Latin America & Caribbean,2003,,24.00302777777777,75.20544999999998,BRA,317.508,399.46,153.91,1958.83
Brazil,Latin America & Caribbean,2004,,23.59476388888888,74.47057499999997,BRA,333.675,418.17,164.96,2005.24
Brazil,Latin America & Caribbean,2005,,24.039263888888893,75.270675,BRA,342.086,424.17,165.85,2015.48
Brazil,Latin America & Caribbean,2006,,23.752055555555554,74.75370000000001,BRA,341.94599999999997,405.11,159.05,1420.95
Brazil,Latin America & Caribbean,2007,1761,24.04238888888889,75.27629999999998,BRA,356.91900000000004,420.53,170.17,1466.13
Brazil,Latin America & Caribbean,2008,,23.669041666666672,74.604275,BRA,380.345,400.96,157.27,1454.36
Brazil,Latin America & Caribbean,2009,,24.00934722222222,75.21682500000003,BRA,360.091,404.17,152.95,1433.19
Brazil,Latin America & Caribbean,2010,,24.12948611111111,75.43307499999997,BRA,411.24,440.19,177.35,1540.26
Brazil,Latin America & Caribbean,2011,,23.57073611111111,74.42732500000001,BRA,429.959,419.85,169.58,1307.81
Brazil,Latin America & Caribbean,2012,1761,24.119944444444442,75.41590000000001,BRA,460.098,428.06,172.62,1353.14
Brazil,Latin America & Caribbean,2013,,23.880937500000012,74.9856875,BRA,495.04699999999997,416.98,169.82,1368.38
Canada,North America,2000,,5.905874999999999,42.63057500000001,CAN,572.1619999999999,112.33,40.62,731.3
Canada,North America,2001,,7.1128333333333345,44.80309999999999,CAN,564.946,108.02,39.48,903.03
Canada,North America,2002,537,6.7484583333333354,44.14722499999999,CAN,570.845,126.64,46.01,981.57
Canada,North America,2003,,5.469041666666667,41.844274999999996,CAN,587.178,123.81,45.32,1001.57
Canada,North America,2004,,5.6522083333333315,42.173975,CAN,585.703,116.0,45.37,961.05
Canada,North America,2005,,6.583916666666666,43.851049999999994,CAN,576.434,113.77,46.05,971.7
Canada,North America,2006,,7.400500000000001,45.320899999999995,CAN,570.95,119.69,43.57,882.12
Canada,North America,2007,537,6.158666666666668,43.0856,CAN,594.221,111.91,45.64,894.32
Canada,North America,2008,,6.096791666666668,42.974225,CAN,575.587,110.03,45.25,877.95
Canada,North America,2009,,5.7785,42.4013,CAN,542.55,95.76,40.22,800.9
Canada,North America,2010,,7.444458333333333,45.40002500000001,CAN,555.55,112.85,44.84,884.34
Canada,North America,2011,,6.910416666666666,44.43875,CAN,566.741,103.44,45.98,756.74
Canada,North America,2012,537,7.879333333333335,46.18280000000001,CAN,569.737,112.82,48.38,791.74
Canada,North America,2013,,8.15988888888889,46.68779999999999,CAN,576.327,129.72,50.85,857.34
Chile,Latin America & Caribbean,2000,,5.947749999999999,42.70595,CHL,58.114,14.56,6.74,59.24
Chile,Latin America & Caribbean,2001,,6.414666666666666,43.5464,CHL,52.576,14.4,6.67,62.76
Chile,Latin America & Caribbean,2002,1522,6.25025,43.25045,CHL,54.49,14.4,6.8,63.71
Chile,Latin America & Caribbean,2003,,6.7739166666666675,44.19305,CHL,54.88399999999999,14.28,6.53,64.63
Chile,Latin America & Caribbean,2004,,6.316333333333334,43.36939999999999,CHL,59.047,14.31,7.02,70.0
Chile,Latin America & Caribbean,2005,,6.222416666666668,43.20035000000001,CHL,60.946999999999996,14.38,6.75,70.88
Chile,Latin America & Caribbean,2006,,6.838916666666667,44.31005000000001,CHL,63.972,13.89,6.77,71.46
Chile,Latin America & Caribbean,2007,1522,5.510916666666667,41.91965,CHL,70.707,13.83,7.41,79.86
Chile,Latin America & Caribbean,2008,,6.567666666666667,43.821799999999996,CHL,70.819,14.13,8.22,84.53
Chile,Latin America & Caribbean,2009,,6.703833333333333,44.0669,CHL,65.92,14.19,8.17,81.79
Chile,Latin America & Caribbean,2010,,6.132833333333333,43.0391,CHL,71.33,14.16,8.4,86.46
Chile,Latin America & Caribbean,2011,,6.268583333333333,43.28345000000001,CHL,78.084,14.3,7.85,-4.72
Chile,Latin America & Caribbean,2012,1522,6.818666666666666,44.27360000000001,CHL,79.704,14.41,7.66,-2.62
Chile,Latin America & Caribbean,2013,,5.938124999999999,42.688625,CHL,81.692,13.25,7.01,0.28
China,East Asia & Pacific,2000,,12.679666666666664,54.823399999999964,CHN,3349.295,830.67,385.44,4276.12
China,East Asia & Pacific,2001,,12.886666666666672,55.196,CHN,3426.1440000000002,825.12,387.54,4452.29
China,East Asia & Pacific,2002,645,13.23345312500001,55.820215624999975,CHN,3782.4390000000003,820.8,406.66,4762.98
China,East Asia & Pacific,2003,,12.86834895833333,55.163028125000004,CHN,4452.31,820.66,410.2,5385.87
China,East Asia & Pacific,2004,,13.168322916666662,55.70298125000003,CHN,5125.894,832.66,421.54,6132.26
China,East Asia & Pacific,2005,,12.694156249999994,54.849481250000046,CHN,5771.168000000001,839.32,428.86,6856.61
China,East Asia & Pacific,2006,,13.312494791666651,55.962490624999965,CHN,6377.7480000000005,884.55,440.42,7483.96
China,East Asia & Pacific,2007,645,13.610291666666654,56.498525,CHN,6861.751,923.61,449.38,8102.46
China,East Asia & Pacific,2008,,12.990822916666664,55.38348124999998,CHN,7375.19,978.94,467.02,8396.81
China,East Asia & Pacific,2009,,12.96432812500001,55.335790624999966,CHN,7758.812,1026.0,478.86,8989.4
China,East Asia & Pacific,2010,,12.552192708333335,54.59394687500001,CHN,8500.543,1077.21,493.22,9788.64
China,East Asia & Pacific,2011,,12.606385416666674,54.69149375000004,CHN,9388.199,1121.71,499.85,10781.3
China,East Asia & Pacific,2012,645,12.384947916666663,54.29290625000002,CHN,9633.899,1166.63,510.88,11106.42
China,East Asia & Pacific,2013,,14.225585937500005,57.60605468749999,CHN,9796.527,1195.91,524.1,11570.95
Colombia,Latin America & Caribbean,2000,,21.11820833333333,70.012775,COL,56.25899999999999,62.58,18.64,286.06
Colombia,Latin America & Caribbean,2001,,21.6195,70.9151,COL,55.93899999999999,63.78,18.98,309.04
Colombia,Latin America & Caribbean,2002,3240,21.826125,71.28702500000001,COL,55.43,64.33,19.23,308.21
Colombia,Latin America & Caribbean,2003,,21.787666666666667,71.2178,COL,57.093999999999994,67.96,20.23,317.93
Colombia,Latin America & Caribbean,2004,,21.738249999999997,71.12885000000001,COL,54.568999999999996,69.93,20.84,319.58
Colombia,Latin America & Caribbean,2005,,21.806375,71.251475,COL,60.06,67.62,20.57,316.15
Colombia,Latin America & Caribbean,2006,,21.69158333333333,71.04485,COL,62.005,68.51,21.1,310.83
Colombia,Latin America & Caribbean,2007,3240,21.603291666666664,70.88592500000001,COL,60.178999999999995,72.32,23.09,318.81
Colombia,Latin America & Caribbean,2008,,21.20241666666666,70.16435,COL,66.65,71.95,21.79,317.54
Colombia,Latin America & Caribbean,2009,,21.937124999999998,71.486825,COL,72.557,72.5,21.98,321.64
Colombia,Latin America & Caribbean,2010,,21.818541666666672,71.273375,COL,76.278,74.42,22.44,325.72
Colombia,Latin America & Caribbean,2011,,21.437124999999998,70.58682499999999,COL,76.08,72.31,21.77,183.9
Colombia,Latin America & Caribbean,2012,3240,21.668166666666668,71.0027,COL,79.727,70.53,21.36,182.28
Colombia,Latin America & Caribbean,2013,,21.935375,71.48367499999999,COL,89.98899999999999,70.85,19.9,192.09
Germany,Europe & Central Asia,2000,,10.963666666666668,51.7346,DEU,899.78,94.11,43.24,922.88
Germany,Europe & Central Asia,2001,,9.69025,49.44245,DEU,916.3660000000001,89.1,44.94,970.63
Germany,Europe & Central Asia,2002,700,10.264416666666667,50.475950000000005,DEU,899.821,84.88,44.47,952.16
Germany,Europe & Central Asia,2003,,10.06575,50.11835,DEU,900.8660000000001,80.52,44.22,951.08
Germany,Europe & Central Asia,2004,,9.822583333333332,49.68064999999999,DEU,886.966,74.53,45.57,931.26
Germany,Europe & Central Asia,2005,,9.919083333333333,49.854350000000004,DEU,866.3889999999999,70.65,43.62,906.56
Germany,Europe & Central Asia,2006,,10.545333333333334,50.98160000000001,DEU,877.997,66.72,41.99,918.19
Germany,Europe & Central Asia,2007,700,10.883166666666668,51.58969999999999,DEU,851.383,64.32,45.81,888.29
Germany,Europe & Central Asia,2008,,10.65775,51.18395,DEU,854.706,63.53,43.66,892.66
Germany,Europe & Central Asia,2009,,10.0625,50.112500000000004,DEU,790.196,60.91,43.88,834.12
Germany,Europe & Central Asia,2010,,8.606833333333332,47.49230000000001,DEU,832.67,59.92,36.99,864.72
Germany,Europe & Central Asia,2011,,10.556416666666665,51.00155000000001,DEU,809.427,58.7,35.65,812.51
Germany,Europe & Central Asia,2012,700,9.964333333333332,49.9358,DEU,813.893,59.22,35.54,826.22
Germany,Europe & Central Asia,2013,,10.121500000000001,50.2187,DEU,831.316,58.31,36.12,844.05
Dominican Republic,Latin America & Caribbean,2000,,26.34691666666667,79.42445000000001,DOM,19.594,6.53,2.14,17.53
Dominican Republic,Latin America & Caribbean,2001,,26.798249999999996,80.23684999999999,DOM,19.594,6.84,2.27,19.64
Dominican Republic,Latin America & Caribbean,2002,1410,27.051000000000002,80.69180000000001,DOM,21.462,7.03,2.54,22.05
Dominican Republic,Latin America & Caribbean,2003,,27.09175,80.76515,DOM,21.623,6.96,2.42,19.71
Dominican Republic,Latin America & Caribbean,2004,,26.707416666666674,80.07335,DOM,17.843,7.46,2.62,19.02
Dominican Republic,Latin America & Caribbean,2005,,26.90458333333333,80.42825,DOM,17.904,7.39,2.7,20.3
Dominican Republic,Latin America & Caribbean,2006,,27.080833333333327,80.7455,DOM,19.087,7.35,2.77,21.81
Dominican Republic,Latin America & Caribbean,2007,1410,27.120916666666673,80.81765,DOM,19.95,8.06,2.96,23.16
Dominican Republic,Latin America & Caribbean,2008,,26.56266666666667,79.8128,DOM,20.269000000000002,8.26,2.92,23.41
Dominican Republic,Latin America & Caribbean,2009,,26.88366666666666,80.3906,DOM,19.814,8.55,2.99,22.87
Dominican Republic,Latin America & Caribbean,2010,,27.012083333333337,80.62174999999999,DOM,20.574,8.7,3.11,24.28
Dominican Republic,Latin America & Caribbean,2011,,26.6635,79.9943,DOM,21.319000000000003,8.79,3.08,24.58
Dominican Republic,Latin America & Caribbean,2012,1410,26.839416666666665,80.31095,DOM,21.494,8.78,2.97,25.41
Dominican Republic,Latin America & Caribbean,2013,,26.884,80.3912,DOM,21.05,8.86,3.01,25.25
Spain,Europe & Central Asia,2000,,12.203000000000003,53.965399999999995,ESP,311.267,39.83,23.73,323.43
Spain,Europe & Central Asia,2001,,12.329750000000002,54.19354999999999,ESP,313.12,40.52,22.83,321.27
Spain,Europe & Central Asia,2002,636,12.515833333333333,54.5285,ESP,333.38,40.92,22.46,337.91
Spain,Europe & Central Asia,2003,,12.924083333333334,55.263349999999996,ESP,337.589,41.17,23.48,347.29
Spain,Europe & Central Asia,2004,,12.172416666666669,53.910349999999994,ESP,354.486,40.86,22.68,363.33
Spain,Europe & Central Asia,2005,,12.262666666666666,54.07280000000001,ESP,369.49199999999996,40.86,21.47,378.35
Spain,Europe & Central Asia,2006,,13.056916666666668,55.50245000000001,ESP,360.579,40.48,21.92,385.9
Spain,Europe & Central Asia,2007,636,11.888750000000002,53.399750000000004,ESP,368.43300000000005,40.91,22.22,401.66
Spain,Europe & Central Asia,2008,,11.91666666666667,53.449999999999996,ESP,336.624,39.37,20.08,368.4
Spain,Europe & Central Asia,2009,,12.958999999999998,55.3262,ESP,297.241,41.04,19.73,331.71
Spain,Europe & Central Asia,2010,,12.006416666666667,53.61155,ESP,283.725,39.5,20.05,316.47
Spain,Europe & Central Asia,2011,,13.2765,55.89769999999999,ESP,284.54400000000004,39.44,19.05,316.31
Spain,Europe & Central Asia,2012,636,12.329833333333331,54.19370000000001,ESP,278.851,38.87,18.39,309.74
Spain,Europe & Central Asia,2013,,12.684875000000002,54.832775000000005,ESP,252.764,38.13,19.18,283.47
Ethiopia,Sub-Saharan Africa,2000,,18.24125,64.83425,ETH,3.464,56.93,27.05,111.27
Ethiopia,Sub-Saharan Africa,2001,,18.29641666666667,64.93355,ETH,4.263,60.15,28.18,122.34
Ethiopia,Sub-Saharan Africa,2002,848,18.46975,65.24555,ETH,4.43,68.11,32.49,141.71
Ethiopia,Sub-Saharan Africa,2003,,18.320916666666665,64.97765,ETH,4.871,65.97,30.75,136.7
Ethiopia,Sub-Saharan Africa,2004,,18.292749999999998,64.92695,ETH,5.159,66.85,31.69,138.17
Ethiopia,Sub-Saharan Africa,2005,,18.31283333333333,64.96309999999998,ETH,4.955,67.32,33.17,132.56
Ethiopia,Sub-Saharan Africa,2006,,18.427083333333332,65.16874999999999,ETH,5.317,72.11,34.69,144.58
Ethiopia,Sub-Saharan Africa,2007,848,18.142583333333334,64.65665,ETH,5.8389999999999995,75.96,38.36,144.73
Ethiopia,Sub-Saharan Africa,2008,,18.165,64.697,ETH,6.416,80.32,39.44,157.42
Ethiopia,Sub-Saharan Africa,2009,,18.765333333333334,65.7776,ETH,6.455,82.85,41.34,160.68
Ethiopia,Sub-Saharan Africa,2010,,18.29825,64.93685,ETH,6.337000000000001,85.97,43.16,164.86
Ethiopia,Sub-Saharan Africa,2011,,18.606749999999998,65.49215,ETH,7.402,86.66,43.09,150.38
Ethiopia,Sub-Saharan Africa,2012,848,18.448583333333332,65.20745,ETH,8.11,92.71,45.65,166.22
Ethiopia,Sub-Saharan Africa,2013,,19.539,67.1702,ETH,9.781,97.28,46.8,177.13
France,Europe & Central Asia,2000,,11.739666666666666,53.13139999999999,FRA,416.26599999999996,75.38,49.27,474.74
France,Europe & Central Asia,2001,,11.371250000000002,52.46824999999999,FRA,420.848,75.18,50.17,425.19
France,Europe & Central Asia,2002,867,11.871333333333332,53.36840000000001,FRA,415.838,73.05,47.84,417.55
France,Europe & Central Asia,2003,,11.9095,53.43710000000001,FRA,422.64099999999996,71.71,47.86,422.77
France,Europe & Central Asia,2004,,11.338833333333332,52.4099,FRA,423.631,70.24,45.29,419.89
France,Europe & Central Asia,2005,,11.552916666666668,52.79525000000001,FRA,426.779,69.03,44.04,420.5
France,Europe & Central Asia,2006,,11.788499999999997,53.219300000000004,FRA,416.004,67.98,43.16,434.96
France,Europe & Central Asia,2007,867,11.750833333333338,53.151500000000006,FRA,405.194,67.91,44.04,428.16
France,Europe & Central Asia,2008,,11.278249999999998,52.30085,FRA,397.725,67.79,42.13,422.46
France,Europe & Central Asia,2009,,11.464083333333335,52.63535000000001,FRA,381.599,66.4,39.69,405.18
France,Europe & Central Asia,2010,,10.409833333333333,50.7377,FRA,389.38599999999997,66.03,38.64,409.04
France,Europe & Central Asia,2011,,12.325750000000001,54.186350000000004,FRA,362.504,64.01,36.67,353.48
France,Europe & Central Asia,2012,867,11.219916666666668,52.19585,FRA,363.809,63.24,37.32,356.76
France,Europe & Central Asia,2013,,11.011625,51.820924999999995,FRA,365.83099999999996,62.73,38.32,357.6
United Kingdom,Europe & Central Asia,2000,,10.519166666666667,50.93450000000001,GBR,567.504,112.24,37.19,679.53
United Kingdom,Europe & Central Asia,2001,,10.180416666666668,50.32475,GBR,576.195,106.56,35.69,687.32
United Kingdom,Europe & Central Asia,2002,1220,10.91141666666667,51.64055,GBR,560.3009999999999,103.85,33.21,668.26
United Kingdom,Europe & Central Asia,2003,,10.809416666666666,51.456950000000006,GBR,571.771,98.89,33.09,677.15
United Kingdom,Europe & Central Asia,2004,,10.767833333333334,51.3821,GBR,573.216,93.91,33.51,670.8
United Kingdom,Europe & Central Asia,2005,,10.630333333333335,51.134600000000006,GBR,569.927,89.38,32.3,664.4
United Kingdom,Europe & Central Asia,2006,,11.09675,51.97415,GBR,567.528,84.92,31.53,661.66
United Kingdom,Europe & Central Asia,2007,1220,10.834416666666668,51.501949999999994,GBR,559.249,80.69,31.4,645.62
United Kingdom,Europe & Central Asia,2008,,10.377583333333336,50.67965,GBR,544.812,74.96,30.66,624.23
United Kingdom,Europe & Central Asia,2009,,10.523499999999999,50.942299999999996,GBR,494.29400000000004,70.15,28.92,568.84
United Kingdom,Europe & Central Asia,2010,,9.3755,48.8759,GBR,512.024,65.34,29.07,581.78
United Kingdom,Europe & Central Asia,2011,,11.193583333333335,52.148450000000004,GBR,469.80400000000003,62.44,27.93,538.11
United Kingdom,Europe & Central Asia,2012,1220,9.997583333333335,49.995650000000005,GBR,487.796,60.91,27.9,559.76
United Kingdom,Europe & Central Asia,2013,,9.907250000000001,49.83305,GBR,477.901,56.18,28.12,541.18
Indonesia,East Asia & Pacific,2000,,27.32066666666667,81.17719999999998,IDN,265.803,329.66,66.74,1406.68
Indonesia,East Asia & Pacific,2001,,27.325874999999996,81.18657499999999,IDN,297.53,322.25,67.11,1663.98
Indonesia,East Asia & Pacific,2002,2702,27.556750000000005,81.60215000000001,IDN,307.361,444.97,86.57,2199.08
Indonesia,East Asia & Pacific,2003,,27.602499999999996,81.6845,IDN,316.655,339.24,74.15,1822.69
Indonesia,East Asia & Pacific,2004,,27.555458333333334,81.599825,IDN,339.848,427.12,88.79,2205.43
Indonesia,East Asia & Pacific,2005,,27.49445833333333,81.49002499999999,IDN,343.336,346.07,79.63,1912.93
Indonesia,East Asia & Pacific,2006,,27.471208333333333,81.44817499999999,IDN,346.44300000000004,448.35,96.8,2681.88
Indonesia,East Asia & Pacific,2007,2702,27.34654166666667,81.223775,IDN,376.865,285.58,77.05,2057.19
Indonesia,East Asia & Pacific,2008,,27.155625,80.88012499999998,IDN,417.56199999999995,277.19,79.08,2043.34
Indonesia,East Asia & Pacific,2009,,27.498708333333337,81.497675,IDN,447.099,374.97,96.05,2475.02
Indonesia,East Asia & Pacific,2010,,27.396208333333337,81.313175,IDN,428.17400000000004,267.97,82.26,2049.35
Indonesia,East Asia & Pacific,2011,,27.216708333333333,80.990075,IDN,508.07300000000004,308.07,91.18,2276.71
Indonesia,East Asia & Pacific,2012,2702,27.420708333333337,81.35727500000003,IDN,526.383,308.04,94.06,2319.98
Indonesia,East Asia & Pacific,2013,,27.334874999999997,81.202775,IDN,411.191,302.42,91.07,2294.46
India,South Asia,2000,,26.43346428571429,79.58023571428573,IND,978.427,590.34,181.23,1664.02
India,South Asia,2001,,26.440124999999995,79.59222499999997,IND,992.529,596.18,185.54,1569.36
India,South Asia,2002,1083,26.924029761904773,80.46325357142851,IND,1022.8489999999999,590.23,179.42,1591.5
India,South Asia,2003,,26.59692261904762,79.87446071428575,IND,1059.4160000000002,602.11,187.82,1634.28
India,South Asia,2004,,26.584357142857122,79.85184285714286,IND,1125.264,612.75,195.16,1728.85
India,South Asia,2005,,26.367458333333357,79.461425,IND,1185.761,624.7,203.58,1803.32
India,South Asia,2006,,26.66477380952381,79.99659285714286,IND,1259.522,634.47,213.04,1936.95
